Source,Label,Target,Source_Node_Type,Target_Node_Type,Relation
House_Gardener,Religion,Faith_of_the_Seven,House,Organization,Religion
House_Gardener,Religion,Andal_Invasion,House,Event,Religion
House_Gardener,Cadet branches,House_Florent,House,House,Cadetbranches
House_Gardener,Cadet branches,House_Tyrell,House,House,Cadetbranches
House_Gardener,Founder,Garth_Gardener,House,Person,Founder
Great_Sept_of_Baelor,Location,King%27s_Landing,Location,Location,Location
Great_Sept_of_Baelor,Location,The_Crownlands,Location,Location,Location
Great_Sept_of_Baelor,Religion,Faith_of_the_Seven,Location,Organization,Religion
Great_Sept_of_Baelor,Military,Faith_Militant,Location,Organization,Military
Great_Sept_of_Baelor,Institutions,Most_Devout,Location,Organization,Institutions
Great_Sept_of_Baelor,Founder,Baelor_Targaryen,Location,Person,Founder
Starry_Sept,Location,Oldtown,Location,Location,Location
Starry_Sept,Location,The_Reach,Location,Location,Location
Starry_Sept,Religion,Faith_of_the_Seven,Location,Organization,Religion
Seven_Kingdoms,Location,The_Wall,Location,Location,Location
Seven_Kingdoms,Location,House_Lannister,Location,House,Location
Seven_Kingdoms,Location,Iron_Throne,Location,Organization,Location
Seven_Kingdoms,Location,The_Crownlands,Location,Location,Location
Seven_Kingdoms,Location,The_Westerlands,Location,Location,Location
Seven_Kingdoms,Location,House_Targaryen,Location,House,Location
Seven_Kingdoms,Location,Iron_Throne,Location,Organization,Location
Seven_Kingdoms,Location,The_North,Location,Location,Location
Seven_Kingdoms,Location,The_Vale_of_Arryn,Location,Location,Location
Seven_Kingdoms,Location,The_Stormlands,Location,Location,Location
Seven_Kingdoms,Location,The_Reach,Location,Location,Location
Seven_Kingdoms,Location,The_Riverlands,Location,Location,Location
Seven_Kingdoms,Location,Dorne,Location,Location,Location
Seven_Kingdoms,Location,House_Greyjoy,Location,House,Location
Seven_Kingdoms,Location,Kingdom_of_the_Iron_Islands,Location,Location,Location
Seven_Kingdoms,Location,Iron_Islands,Location,Location,Location
Seven_Kingdoms,Location,Night%27s_Watch,Location,Organization,Location
Seven_Kingdoms,Location,The_Gift,Location,Location,Location
Seven_Kingdoms,Location,The_Wall,Location,Location,Location
Seven_Kingdoms,Culture,Andals,Location,PersonType,Culture
Seven_Kingdoms,Culture,Northmen,Location,PersonType,Culture
Seven_Kingdoms,Culture,Crannogmen,Location,PersonType,Culture
Seven_Kingdoms,Culture,Dornishmen,Location,PersonType,Culture
Seven_Kingdoms,Culture,Free_Folk,Location,PersonType,Culture
Seven_Kingdoms,Culture,Hill_tribes,Location,PersonType,Culture
Seven_Kingdoms,Culture,Ironborn,Location,PersonType,Culture
Seven_Kingdoms,Culture,Valyrians,Location,PersonType,Culture
Seven_Kingdoms,Rulers,House_Lannister,Location,House,Rulers
Seven_Kingdoms,Rulers,House_Targaryen,Location,House,Rulers
Seven_Kingdoms,Rulers,House_Baratheon_of_King%27s_Landing,Location,House,Rulers
Seven_Kingdoms,Capital,King%27s_Landing,Location,Location,Capital
Seven_Kingdoms,Capital,The_Crownlands,Location,Location,Capital
Seven_Kingdoms,Religion,Faith_of_the_Seven,Location,Organization,Religion
Seven_Kingdoms,Religion,Old_Gods_of_the_Forest,Location,Organization,Religion
Seven_Kingdoms,Religion,The_North,Location,Location,Religion
Seven_Kingdoms,Religion,Drowned_God,Location,Organization,Religion
Seven_Kingdoms,Religion,Iron_Islands,Location,Location,Religion
Seven_Kingdoms,Religion,R%27hllor,Location,Organization,Religion
Seven_Kingdoms,Military,Royal_Fleet,Location,Organization,Military
Seven_Kingdoms,Institutions,Alchemists%27_Guild,Location,Organization,Institutions
Seven_Kingdoms,Institutions,Kingsguard,Location,Organization,Institutions
Seven_Kingdoms,Institutions,Maesters,Location,Organization,Institutions
Seven_Kingdoms,Institutions,Night%27s_Watch,Location,Organization,Institutions
Seven_Kingdoms,Institutions,Faith_Militant,Location,Organization,Institutions
Seven_Kingdoms,Places of note,King%27s_Landing,Location,Location,Placesofnote
Seven_Kingdoms,Places of note,Oldtown,Location,Location,Placesofnote
Seven_Kingdoms,Places of note,Lannisport,Location,Location,Placesofnote
Seven_Kingdoms,Places of note,Gulltown,Location,Location,Placesofnote
Seven_Kingdoms,Places of note,White_Harbor,Location,Location,Placesofnote
Seven_Kingdoms,Places of note,Winterfell,Location,Location,Placesofnote
Seven_Kingdoms,Places of note,Casterly_Rock,Location,Location,Placesofnote
Seven_Kingdoms,Places of note,Storm%27s_End,Location,Location,Placesofnote
Seven_Kingdoms,Places of note,Highgarden,Location,Location,Placesofnote
Seven_Kingdoms,Places of note,The_Eyrie,Location,Location,Placesofnote
Seven_Kingdoms,Places of note,Sunspear,Location,Location,Placesofnote
Seven_Kingdoms,Places of note,Pyke_(castle),Location,Location,Placesofnote
Seven_Kingdoms,Places of note,Riverrun,Location,Location,Placesofnote
Seven_Kingdoms,Places of note,Harrenhal,Location,Location,Placesofnote
Seven_Kingdoms,Places of note,The_Twins,Location,Location,Placesofnote
Seven_Kingdoms,Places of note,The_Dreadfort,Location,Location,Placesofnote
Seven_Kingdoms,Places of note,Horn_Hill,Location,Location,Placesofnote
Seven_Kingdoms,Places of note,The_Wall,Location,Location,Placesofnote
Seven_Kingdoms,Formed from,Kingdom_of_the_North,Location,Location,Formedfrom
Seven_Kingdoms,Formed from,Kingdom_of_the_Mountain_and_the_Vale,Location,Location,Formedfrom
Seven_Kingdoms,Formed from,Kingdom_of_the_Rock,Location,Location,Formedfrom
Seven_Kingdoms,Formed from,Kingdom_of_the_Reach,Location,Location,Formedfrom
Seven_Kingdoms,Formed from,Kingdom_of_the_Stormlands,Location,Location,Formedfrom
Seven_Kingdoms,Formed from,Principality_of_Dorne,Location,Location,Formedfrom
Seven_Kingdoms,Founder,Aegon_I_Targaryen,Location,Person,Founder
Parley_in_King%27s_Landing,Conflict,Daenerys_Targaryen%27s_invasion_of_Westeros,Event,Event,Conflict
Parley_in_King%27s_Landing,Conflict,Great_War,Event,Event,Conflict
Parley_in_King%27s_Landing,Place,Dragonpit,Event,Location,Place
Parley_in_King%27s_Landing,Place,King%27s_Landing,Event,Location,Place
Parley_in_King%27s_Landing,Place,The_Crownlands,Event,Location,Place
Parley_in_King%27s_Landing,Outcome,White_Walkers,Event,PersonType,Outcome
Parley_in_King%27s_Landing,Outcome,Wights,Event,PersonType,Outcome
Parley_in_King%27s_Landing,Outcome,Jon_Snow,Event,Person,Outcome
Parley_in_King%27s_Landing,Outcome,Daenerys_Targaryen,Event,Person,Outcome
Parley_in_King%27s_Landing,Outcome,Cersei_Lannister,Event,Person,Outcome
Parley_in_King%27s_Landing,Outcome,Euron_Greyjoy,Event,Person,Outcome
Parley_in_King%27s_Landing,Outcome,The_North,Event,Location,Outcome
Parley_in_King%27s_Landing,Outcome,Theon_Greyjoy,Event,Person,Outcome
Parley_in_King%27s_Landing,Outcome,Yara_Greyjoy,Event,Person,Outcome
Dragonstone_(island),Location,The_Crownlands,Location,Location,Location
Dragonstone_(island),Rulers,House_Targaryen,Location,House,Rulers
Dragonstone_(island),Rulers,House_Baratheon_of_Dragonstone,Location,House,Rulers
Dragonstone_(island),Religion,R%27hllor,Location,Organization,Religion
Dragonstone_(island),Religion,Faith_of_the_Seven,Location,Organization,Religion
Dragonstone_(island),Places of Note,Dragonstone_(castle),Location,Location,PlacesofNote
Oberyn_Martell,Season(s),Season_4,Person,Season,SeenOrMentioned
Oberyn_Martell,First seen,Two_Swords,Person,Episode,SeenOrMentioned
Oberyn_Martell,Last seen,The_Mountain_and_the_Viper,Person,Episode,SeenOrMentioned
Oberyn_Martell,Death,King%27s_Landing,Person,Location,Death
Oberyn_Martell,Death,Gregor_Clegane,Person,Person,Death
Oberyn_Martell,Death,Second_Trial_by_Combat_of_Tyrion_Lannister,Person,Event,Death
Oberyn_Martell,Death shown in episode,The_Mountain_and_the_Viper,Person,Episode,SeenOrMentioned
Oberyn_Martell,Origin,Sunspear,Person,Location,AssociatedLocation
Oberyn_Martell,Allegiance,House_Martell,Person,House,Allegiance
Oberyn_Martell,Allegiance,The_Citadel,Person,Location,Allegiance
Oberyn_Martell,Allegiance,Second_Sons,Person,Organization,Allegiance
Oberyn_Martell,Culture,Dornishmen,Person,PersonType,Culture
Oberyn_Martell,Religion,Faith_of_the_Seven,Person,Organization,Religion
Oberyn_Martell,Children,Obara_Sand,Person,Person,Children
Oberyn_Martell,Children,Nymeria_Sand,Person,Person,Children
Oberyn_Martell,Children,Tyene_Sand,Person,Person,Children
Oberyn_Martell,Children,Sarella_Sand,Person,Person,Children
Oberyn_Martell,Children,Elia_Sand,Person,Person,Children
Oberyn_Martell,Children,Obella_Sand,Person,Person,Children
Oberyn_Martell,Children,Dorea_Sand,Person,Person,Children
Oberyn_Martell,Children,Loreza_Sand,Person,Person,Children
Oberyn_Martell,Siblings,Doran_Martell,Person,Person,Siblings
Oberyn_Martell,Siblings,Elia_Martell,Person,Person,Siblings
Oberyn_Martell,Lovers,Ellaria_Sand,Person,Person,Lovers
Rhaegal,Season(s),Season_1,Animal,Season,SeenOrMentioned
Rhaegal,Season(s),Season_2,Animal,Season,SeenOrMentioned
Rhaegal,Season(s),Season_3,Animal,Season,SeenOrMentioned
Rhaegal,Season(s),Season_4,Animal,Season,SeenOrMentioned
Rhaegal,Season(s),Season_5,Animal,Season,SeenOrMentioned
Rhaegal,Season(s),Season_6,Animal,Season,SeenOrMentioned
Rhaegal,Season(s),Season_7,Animal,Season,SeenOrMentioned
Rhaegal,Season(s),Season_8,Animal,Season,SeenOrMentioned
Rhaegal,First seen,Fire_and_Blood,Animal,Episode,SeenOrMentioned
Rhaegal,Origin,Lhazar,Animal,Location,AssociatedLocation
Rhaegal,Allegiance,Daenerys_Targaryen,Animal,Person,Allegiance
Yezzan_zo_Qaggaz,Season(s),Season_5,Person,Season,SeenOrMentioned
Yezzan_zo_Qaggaz,Season(s),Season_6,Person,Season,SeenOrMentioned
Yezzan_zo_Qaggaz,First seen,The_Gift_(episode),Person,Episode,SeenOrMentioned
Yezzan_zo_Qaggaz,Last seen,Battle_of_the_Bastards,Person,Event,SeenOrMentioned
Yezzan_zo_Qaggaz,Origin,Yunkai,Person,Location,AssociatedLocation
Yezzan_zo_Qaggaz,Origin,Astapor,Person,Location,AssociatedLocation
Yezzan_zo_Qaggaz,Allegiance,Wise_Masters,Person,Organization,Allegiance
Yezzan_zo_Qaggaz,Allegiance,House_of_Qaggaz,Person,House,Allegiance
Yezzan_zo_Qaggaz,Allegiance,Good_Masters,Person,Organization,Allegiance
Yezzan_zo_Qaggaz,Allegiance,Siege_of_Astapor,Person,Event,Allegiance
Yezzan_zo_Qaggaz,Culture,Ghiscari,Person,PersonType,Culture
Yezzan_zo_Qaggaz,Culture,Yunkai,Person,Location,Culture
Viserion,Season(s),Season_1,Animal,Season,SeenOrMentioned
Viserion,Season(s),Season_2,Animal,Season,SeenOrMentioned
Viserion,Season(s),Season_3,Animal,Season,SeenOrMentioned
Viserion,Season(s),Season_4,Animal,Season,SeenOrMentioned
Viserion,Season(s),Season_5,Animal,Season,SeenOrMentioned
Viserion,Season(s),Season_6,Animal,Season,SeenOrMentioned
Viserion,Season(s),Season_7,Animal,Season,SeenOrMentioned
Viserion,Season(s),Season_8,Animal,Season,SeenOrMentioned
Viserion,First seen,Fire_and_Blood,Animal,Episode,SeenOrMentioned
Viserion,Species,Wights,Animal,PersonType,Species
Viserion,Death,Beyond_the_Wall,Animal,Location,Death
Viserion,Death,Night_King,Animal,Person,Death
Viserion,Death,Wight_Hunt,Animal,Event,Death
Viserion,Death shown in episode,Beyond_the_Wall_(episode),Animal,Episode,SeenOrMentioned
Viserion,Origin,Lhazar,Animal,Location,AssociatedLocation
Viserion,Allegiance,Night_King,Animal,Person,Allegiance
Viserion,Allegiance,Daenerys_Targaryen,Animal,Person,Allegiance
Karstark_soldier_2,Season(s),Season_2,Person,Season,SeenOrMentioned
Karstark_soldier_2,Appeared in,A_Man_Without_Honor,Person,Episode,SeenOrMentioned
Karstark_soldier_2,Allegiance,House_Karstark,Person,House,Allegiance
Karstark_soldier_2,Culture,Northmen,Person,PersonType,Culture
Festival_of_the_Mother,Location,King%27s_Landing,Location,Location,Location
Festival_of_the_Mother,Location,Seven_Kingdoms,Location,Location,Location
Festival_of_the_Mother,Religion,Faith_of_the_Seven,Location,Organization,Religion
Tortured_prisoner,Season(s),Season_2,Person,Season,SeenOrMentioned
Tortured_prisoner,Appeared in,Garden_of_Bones,Person,Episode,SeenOrMentioned
Tortured_prisoner,Death,Harrenhal,Person,Location,Death
Tortured_prisoner,Death,The_Tickler,Person,Person,Death
Tortured_prisoner,Death shown in episode,Garden_of_Bones,Person,Episode,SeenOrMentioned
Razdal_mo_Eraz,Season(s),Season_3,Person,Season,SeenOrMentioned
Razdal_mo_Eraz,Season(s),Season_6,Person,Season,SeenOrMentioned
Razdal_mo_Eraz,First seen,The_Bear_and_the_Maiden_Fair_(episode),Person,Episode,SeenOrMentioned
Razdal_mo_Eraz,Death,Meereen,Person,Location,Death
Razdal_mo_Eraz,Death,Grey_Worm,Person,Person,Death
Razdal_mo_Eraz,Death shown in episode,Battle_of_the_Bastards,Person,Event,SeenOrMentioned
Razdal_mo_Eraz,Origin,Yunkai,Person,Location,AssociatedLocation
Razdal_mo_Eraz,Allegiance,Wise_Masters,Person,Organization,Allegiance
Razdal_mo_Eraz,Culture,Ghiscari,Person,PersonType,Culture
Razdal_mo_Eraz,Culture,Yunkai,Person,Location,Culture
Razdal_mo_Eraz,Religion,Ghiscari_religion,Person,Religion,Religion
Karstark_soldier_1,Season(s),Season_2,Person,Season,SeenOrMentioned
Karstark_soldier_1,Appeared in,A_Man_Without_Honor,Person,Episode,SeenOrMentioned
Karstark_soldier_1,Allegiance,House_Karstark,Person,House,Allegiance
Karstark_soldier_1,Culture,Northmen,Person,PersonType,Culture
Belicho_Paenymion,Season(s),Season_6,Person,Season,SeenOrMentioned
Belicho_Paenymion,First seen,Book_of_the_Stranger,Person,Episode,SeenOrMentioned
Belicho_Paenymion,Last seen,Battle_of_the_Bastards,Person,Event,SeenOrMentioned
Belicho_Paenymion,Death,Meereen,Person,Location,Death
Belicho_Paenymion,Death,Grey_Worm,Person,Person,Death
Belicho_Paenymion,Death shown in episode,Battle_of_the_Bastards,Person,Event,SeenOrMentioned
Belicho_Paenymion,Origin,Volantis,Person,Location,AssociatedLocation
Belicho_Paenymion,Allegiance,Volantis,Person,Location,Allegiance
Belicho_Paenymion,Culture,Volantis,Person,Location,Culture
Ironborn_in_skiff,Season(s),Season_4,Person,Season,SeenOrMentioned
Ironborn_in_skiff,Appeared in,The_Laws_of_Gods_and_Men,Person,Episode,SeenOrMentioned
Ironborn_in_skiff,Origin,Iron_Islands,Person,Location,AssociatedLocation
Ironborn_in_skiff,Allegiance,House_Greyjoy,Person,House,Allegiance
Ironborn_in_skiff,Culture,Ironborn,Person,PersonType,Culture
First_Mate,Season(s),Season_4,Person,Season,SeenOrMentioned
First_Mate,Appeared in,The_Laws_of_Gods_and_Men,Person,Episode,SeenOrMentioned
First_Mate,Death,Assault_on_the_Targaryen_Fleet,Person,Event,Death
First_Mate,Death,Yara_Greyjoy,Person,Person,Death
First_Mate,Origin,Iron_Islands,Person,Location,AssociatedLocation
First_Mate,Allegiance,House_Greyjoy,Person,House,Allegiance
First_Mate,Culture,Ironborn,Person,PersonType,Culture
First_Mate,Religion,Drowned_God,Person,Organization,Religion
Daznak%27s_Pit,Location,Meereen,Location,Location,Location
Daznak%27s_Pit,Location,Slaver%27s_Bay,Location,Location,Location
Daznak%27s_Pit,Rulers,Second_Sons,Location,Organization,Rulers
Daznak%27s_Pit,Rulers,Great_Masters,Location,Organization,Rulers
Daznak%27s_Pit,Rulers,House_Targaryen,Location,House,Rulers
Temple_of_the_Graces,Location,Meereen,Location,Location,Location
Temple_of_the_Graces,Rulers,Graces,Location,Organization,Rulers
Temple_of_the_Graces,Religion,Ghiscari_religion,Location,Religion,Religion
Hizdahr_zo_Loraq,Season(s),Season_4,Person,Season,SeenOrMentioned
Hizdahr_zo_Loraq,Season(s),Season_5,Person,Season,SeenOrMentioned
Hizdahr_zo_Loraq,First seen,Breaker_of_Chains,Person,Episode,SeenOrMentioned
Hizdahr_zo_Loraq,Last seen,The_Dance_of_Dragons,Person,Episode,SeenOrMentioned
Hizdahr_zo_Loraq,Death,Meereen,Person,Location,Death
Hizdahr_zo_Loraq,Death,Sons_of_the_Harpy,Person,Organization,Death
Hizdahr_zo_Loraq,Death,Uprising_in_Meereen,Person,Event,Death
Hizdahr_zo_Loraq,Death shown in episode,The_Dance_of_Dragons,Person,Episode,SeenOrMentioned
Hizdahr_zo_Loraq,Origin,Meereen,Person,Location,AssociatedLocation
Hizdahr_zo_Loraq,Allegiance,House_of_Loraq,Person,House,Allegiance
Hizdahr_zo_Loraq,Allegiance,House_Targaryen,Person,House,Allegiance
Hizdahr_zo_Loraq,Allegiance,Great_Masters,Person,Organization,Allegiance
Hizdahr_zo_Loraq,Culture,Ghiscari,Person,PersonType,Culture
Hizdahr_zo_Loraq,Culture,Meereen,Person,Location,Culture
Hizdahr_zo_Loraq,Religion,Ghiscari_religion,Person,Religion,Religion
Vala,Season(s),Season_5,Person,Season,SeenOrMentioned
Vala,Season(s),Season_6,Person,Season,SeenOrMentioned
Vala,First seen,The_Wars_To_Come,Person,Episode,SeenOrMentioned
Vala,Origin,Meereen,Person,Location,AssociatedLocation
Vala,Allegiance,Sons_of_the_Harpy,Person,Organization,Allegiance
Vala,Culture,Ghiscari,Person,PersonType,Culture
Vala,Culture,Meereen,Person,Location,Culture
Vala,Children,Dom,Person,Person,Children
Fennesz,Season(s),Season_4,Person,Season,SeenOrMentioned
Fennesz,First seen,The_Children,Person,Episode,SeenOrMentioned
Fennesz,Origin,Meereen,Person,Location,AssociatedLocation
Fennesz,Allegiance,Great_Masters,Person,Organization,Allegiance
Fennesz,Culture,Ghiscari,Person,PersonType,Culture
Fennesz,Culture,Meereen,Person,Location,Culture
Mossador,Season(s),Season_4,Person,Season,SeenOrMentioned
Mossador,Season(s),Season_5,Person,Season,SeenOrMentioned
Mossador,First seen,Oathkeeper,Person,Episode,SeenOrMentioned
Mossador,Last seen,The_House_of_Black_and_White,Person,Episode,SeenOrMentioned
Mossador,Death,Meereen,Person,Location,Death
Mossador,Death,Daario_Naharis,Person,Person,Death
Mossador,Death,Daenerys_Targaryen,Person,Person,Death
Mossador,Death shown in episode,The_House_of_Black_and_White,Person,Episode,SeenOrMentioned
Mossador,Origin,Meereen,Person,Location,AssociatedLocation
Mossador,Allegiance,House_Targaryen,Person,House,Allegiance
Mossador,Allegiance,Great_Masters,Person,Organization,Allegiance
Mossador,Culture,Ghiscari,Person,PersonType,Culture
Mossador,Culture,Meereen,Person,Location,Culture
Son_of_the_Harpy,Season(s),Season_5,Person,Season,SeenOrMentioned
Son_of_the_Harpy,Appeared in,The_House_of_Black_and_White,Person,Episode,SeenOrMentioned
Son_of_the_Harpy,Death,Meereen,Person,Location,Death
Son_of_the_Harpy,Death,Mossador,Person,Person,Death
Son_of_the_Harpy,Death shown in episode,The_House_of_Black_and_White,Person,Episode,SeenOrMentioned
Son_of_the_Harpy,Origin,Meereen,Person,Location,AssociatedLocation
Son_of_the_Harpy,Allegiance,Sons_of_the_Harpy,Person,Organization,Allegiance
Son_of_the_Harpy,Culture,Ghiscari,Person,PersonType,Culture
Son_of_the_Harpy,Culture,Meereen,Person,Location,Culture
Great_Pyramid,Location,Meereen,Location,Location,Location
Great_Pyramid,Rulers,Daenerys_Targaryen,Location,Person,Rulers
Great_Pyramid,Rulers,Daario_Naharis,Location,Person,Rulers
Great_Pyramid,Religion,Ghiscari_religion,Location,Religion,Religion
Great_Masters,Season(s),Season_4,Organization,Season,SeenOrMentioned
Great_Masters,Season(s),Season_5,Organization,Season,SeenOrMentioned
Great_Masters,Season(s),Season_6,Organization,Season,SeenOrMentioned
Great_Masters,Notable Members,Mighdal,Organization,Person,Membership
Great_Masters,Notable Members,Dezhor_zo_Raza,Organization,Person,Membership
Great_Masters,Former Members,Hizdahr_zo_Loraq,Organization,Person,Membership
Great_Masters,Former Members,Oznak_zo_Pahl,Organization,Person,Membership
Great_Masters,Former Members,Dezhor_zo_Raza,Organization,Person,Membership
Great_Masters,Center,Meereen,Organization,Location,Center
Barristan_Selmy,Season(s),Season_1,Person,Season,SeenOrMentioned
Barristan_Selmy,Season(s),Season_3,Person,Season,SeenOrMentioned
Barristan_Selmy,Season(s),Season_4,Person,Season,SeenOrMentioned
Barristan_Selmy,Season(s),Season_5,Person,Season,SeenOrMentioned
Barristan_Selmy,First seen,Lord_Snow,Person,Episode,SeenOrMentioned
Barristan_Selmy,Last seen,Sons_of_the_Harpy_(episode),Person,Episode,SeenOrMentioned
Barristan_Selmy,Last seen,Kill_the_Boy,Person,Episode,SeenOrMentioned
Barristan_Selmy,Mentioned in,A_Man_Without_Honor,Person,Episode,SeenOrMentioned
Barristan_Selmy,Death,Meereen,Person,Location,Death
Barristan_Selmy,Death,Sons_of_the_Harpy,Person,Organization,Death
Barristan_Selmy,Death,Uprising_in_Meereen,Person,Event,Death
Barristan_Selmy,Death shown in episode,Sons_of_the_Harpy_(episode),Person,Episode,SeenOrMentioned
Barristan_Selmy,Allegiance,Daenerys_Targaryen,Person,Person,Allegiance
Barristan_Selmy,Allegiance,Kingsguard,Person,Organization,Allegiance
Barristan_Selmy,Allegiance,Aerys_II_Targaryen,Person,Person,Allegiance
Barristan_Selmy,Allegiance,Robert_Baratheon,Person,Person,Allegiance
Barristan_Selmy,Allegiance,Joffrey_Baratheon,Person,Person,Allegiance
Barristan_Selmy,Allegiance,House_Selmy,Person,House,Allegiance
Barristan_Selmy,Predecessor,Gerold_Hightower,Person,Person,Predecessor
Barristan_Selmy,Successor,Jaime_Lannister,Person,Person,Successor
Daario_Naharis,Season(s),Season_3,Person,Season,SeenOrMentioned
Daario_Naharis,Season(s),Season_4,Person,Season,SeenOrMentioned
Daario_Naharis,Season(s),Season_5,Person,Season,SeenOrMentioned
Daario_Naharis,Season(s),Season_6,Person,Season,SeenOrMentioned
Daario_Naharis,First seen,Second_Sons_(episode),Person,Episode,SeenOrMentioned
Daario_Naharis,Last seen,The_Winds_of_Winter,Person,Episode,SeenOrMentioned
Daario_Naharis,Origin,Tyrosh,Person,Location,AssociatedLocation
Daario_Naharis,Origin,Free_Cities,Person,Location,AssociatedLocation
Daario_Naharis,Allegiance,Second_Sons,Person,Organization,Allegiance
Daario_Naharis,Allegiance,House_Targaryen,Person,House,Allegiance
Daario_Naharis,Culture,Tyrosh,Person,Location,Culture
Daario_Naharis,Lovers,Daenerys_Targaryen,Person,Person,Lovers
Illyrio_Mopatis,Season(s),Season_1,Person,Season,SeenOrMentioned
Illyrio_Mopatis,First seen,Winter_Is_Coming,Person,Episode,SeenOrMentioned
Illyrio_Mopatis,Last seen,The_Wolf_and_the_Lion,Person,Episode,SeenOrMentioned
Illyrio_Mopatis,Mentioned in,The_Old_Gods_and_the_New,Person,Episode,SeenOrMentioned
Illyrio_Mopatis,Mentioned in,The_Wars_To_Come,Person,Episode,SeenOrMentioned
Illyrio_Mopatis,Origin,Pentos,Person,Location,AssociatedLocation
Illyrio_Mopatis,Culture,Pentos,Person,Location,Culture
Illyrio_Mopatis,Spouse,Illyrio_Mopatis%27s_first_wife,Person,Person,Spouse
Drogo,Season(s),Season_1,Person,Season,SeenOrMentioned
Drogo,Season(s),Season_2,Person,Season,SeenOrMentioned
Drogo,First seen,Winter_Is_Coming,Person,Episode,SeenOrMentioned
Drogo,Last seen,Fire_and_Blood,Person,Episode,SeenOrMentioned
Drogo,Last seen,Valar_Morghulis,Person,Episode,SeenOrMentioned
Drogo,Mentioned in,The_North_Remembers,Person,Episode,SeenOrMentioned
Drogo,Mentioned in,The_Old_Gods_and_the_New,Person,Episode,SeenOrMentioned
Drogo,Mentioned in,The_Gift_(episode),Person,Episode,SeenOrMentioned
Drogo,Mentioned in,The_Red_Woman,Person,Episode,SeenOrMentioned
Drogo,Death,Lhazar,Person,Location,Death
Drogo,Death,Daenerys_Targaryen,Person,Person,Death
Drogo,Death,Mirri_Maz_Duur,Person,Person,Death
Drogo,Death shown in episode,Fire_and_Blood,Person,Episode,SeenOrMentioned
Drogo,Origin,Vaes_Dothrak,Person,Location,AssociatedLocation
Drogo,Allegiance,Bharbo,Person,Person,Allegiance
Drogo,Culture,Dothraki,Person,PersonType,Culture
Drogo,Religion,Great_Stallion,Person,Organization,Religion
Drogo,Father,Bharbo,Person,Person,Father
Drogo,Spouse,Daenerys_Targaryen,Person,Person,Spouse
Drogo,Children,Rhaego,Person,Person,Children
Second_Sons,Season(s),Season_3,Organization,Season,SeenOrMentioned
Second_Sons,Appeared in,Second_Sons_(episode),Organization,Episode,SeenOrMentioned
Second_Sons,Allegiance,House_Targaryen,Organization,House,Allegiance
Second_Sons,Leader,Daario_Naharis,Organization,Person,Leader
Second_Sons,Former Members,Mero,Organization,Person,Membership
Second_Sons,Former Members,Prendahl_na_Ghezn,Organization,Person,Membership
Second_Sons,Former Members,Oberyn_Martell,Organization,Person,Membership
Temmo,Mentioned in,The_Unsullied,Person,HistoriesNLore,SeenOrMentioned
Temmo,Death,Qohor,Person,Location,Death
Temmo,Death,Unsullied,Person,Organization,Death
Temmo,Death,Battle_of_Qohor,Person,Event,Death
Temmo,Origin,Dothraki_Sea,Person,Location,AssociatedLocation
Temmo,Culture,Dothraki,Person,PersonType,Culture
Temmo,Religion,Great_Stallion,Person,Organization,Religion
Sack_of_Astapor,Conflict,Liberation_of_Slaver%27s_Bay,Event,Event,Conflict
Sack_of_Astapor,Place,Astapor,Event,Location,Place
Sack_of_Astapor,Place,Slaver%27s_Bay,Event,Location,Place
Sack_of_Astapor,Outcome,Liberation_of_Slaver%27s_Bay,Event,Event,Outcome
Drogon,Season(s),Season_1,Animal,Season,SeenOrMentioned
Drogon,Season(s),Season_2,Animal,Season,SeenOrMentioned
Drogon,Season(s),Season_3,Animal,Season,SeenOrMentioned
Drogon,Season(s),Season_4,Animal,Season,SeenOrMentioned
Drogon,Season(s),Season_5,Animal,Season,SeenOrMentioned
Drogon,Season(s),Season_6,Animal,Season,SeenOrMentioned
Drogon,Season(s),Season_7,Animal,Season,SeenOrMentioned
Drogon,Season(s),Season_8,Animal,Season,SeenOrMentioned
Drogon,First seen,Fire_and_Blood,Animal,Episode,SeenOrMentioned
Drogon,Origin,Lhazar,Animal,Location,AssociatedLocation
Drogon,Allegiance,Daenerys_Targaryen,Animal,Person,Allegiance
Battle_of_Qohor,Conflict,Century_of_Blood,Event,Event,Conflict
Battle_of_Qohor,Place,Qohor,Event,Location,Place
Battle_of_Qohor,Place,Free_Cities,Event,Location,Place
Ghiscari_Empire,Location,Slaver%27s_Bay,Location,Location,Location
Ghiscari_Empire,Population,Ghiscari,Location,PersonType,Population
Ghiscari_Empire,Capital,Old_Ghis,Location,Location,Capital
Ghiscari_Empire,Religion,Ghiscari_religion,Location,Religion,Religion
Ghiscari_Empire,Places of note,Astapor,Location,Location,Placesofnote
Ghiscari_Empire,Places of note,Yunkai,Location,Location,Placesofnote
Ghiscari_Empire,Places of note,Meereen,Location,Location,Placesofnote
Kraznys_mo_Nakloz,Season(s),Season_3,Person,Season,SeenOrMentioned
Kraznys_mo_Nakloz,First seen,Valar_Dohaeris,Person,Episode,SeenOrMentioned
Kraznys_mo_Nakloz,Last seen,And_Now_His_Watch_Is_Ended,Person,Episode,SeenOrMentioned
Kraznys_mo_Nakloz,Death,Astapor,Person,Location,Death
Kraznys_mo_Nakloz,Death,Drogon,Person,Animal,Death
Kraznys_mo_Nakloz,Death,Daenerys_Targaryen,Person,Person,Death
