got_type,name,node_type,status,url
,Arryk Cargyll,Person,Deceased,Arryk_Cargyll
,Bessie,Person,,Bessie
,Rhaenyra Targaryen,Person,Deceased,Rhaenyra_Targaryen
,Criston Cole,Person,Deceased,Criston_Cole
,Aegon II Targaryen,Person,Deceased,Aegon_II_Targaryen
,Viserys I Targaryen,Person,Deceased,Viserys_I_Targaryen
,Ironborn,Person,Alive,Ironborn_2_(The_Door)
,Irogenia,Person,,Irogenia_of_Lys
,Visenya Targaryen,Person,Deceased,Visenya_Targaryen
,Aerys II Targaryen,Person,Deceased,Aerys_II_Targaryen
Keep; Administrative center,Red Keep,Location,In use,Red_Keep
Tower; Meeting place,White Sword Tower,Location,,White_Sword_Tower
,Drunk Man,Person,Alive,Drunk_man
,Mandon Moore,Person,Deceased,Mandon_Moore
,Bernadette,Person,Alive,Bernadette
,Osmund Kettleblack,Person,Alive,Osmund_Kettleblack
,Septon,Person,Alive,Septon_(Valar_Morghulis)
,Gerold Hightower,Person,Deceased,Gerold_Hightower
,Balon Swann,Person,Alive,Balon_Swann
,Arys Oakheart,Person,Alive,Arys_Oakheart
,Preston Greenfield,Person,Alive,Preston_Greenfield
,Boros Blount,Person,Alive,Boros_Blount
,Assault on the Targaryen Fleet,Event,,Assault_on_the_Targaryen_Fleet
,Meryn Trant,Person,Deceased,Meryn_Trant
,Tycho Nestoris,Person,Alive,Tycho_Nestoris
,Old woman prisoner,Person,Deceased,Old_woman_prisoner
,House Dayne,House,,House_Dayne
Castle,Starfall,Location,,Starfall
,Ashara Dayne,Person,Deceased,Ashara_Dayne
,Arthur Dayne,Person,Deceased,Arthur_Dayne
,First of His Name,Episode,,First_of_His_Name
,"Dark Wings, Dark Words",Episode,,"Dark_Wings,_Dark_Words"
,Walder Rivers,Person,Deceased,Walder_Rivers
,Lothar Frey,Person,Deceased,Lothar_Frey
,Aegon I Targaryen,Person,Deceased,Aegon_I_Targaryen
,Farmer,Person,Deceased,Farmer
Religious order- mortitions,Silent Sisters,Person,Active,Silent_Sisters
,Sally,Person,Deceased,Sally
,Robb Stark,Person,Deceased,Robb_Stark
,Walder Frey,Person,Deceased,Walder_Frey
,Mace Tyrell,Person,Deceased,Mace_Tyrell
,Tyrell servant,Person,Deceased,Tyrell_servant
,King's Landing tailor,Person,Alive,King%27s_Landing_tailor
,Karstark lookout,Person,Deceased,Karstark_lookout
Secret Chamber,Hall of Faces,Location,,Hall_of_Faces
,Kevan Lannister,Person,Deceased,Kevan_Lannister
Feudal  absolute  monarchy ; often hereditary; Kingdom,Kingdom of the North,Location,,Kingdom_of_the_North
Former ruling power- slavers,Wise Masters,Organization,Defunct,Wise_Masters
,Maegor III Targaryen,Person,Deceased,Maegor_III_Targaryen
City,Old Ghis,Location,,Old_Ghis
Mercantile city-state,Tolos,Location,,Tolos
City,New Ghis,Location,,New_Ghis
Mercantile city-state,Elyria,Location,,Elyria
,Mother's Mercy,Episode,,Mother%27s_Mercy
,Kill the Boy,Episode,,Kill_the_Boy
,Hardhome,Episode,,Hardhome_(episode)
,The Gift,Episode,,The_Gift_(episode)
,Sons of the Harpy,Episode,,Sons_of_the_Harpy_(episode)
,The Children,Episode,,The_Children
,The Mountain and the Viper,Episode,,The_Mountain_and_the_Viper
,Oathkeeper,Episode,,Oathkeeper
,Two Swords,Episode,,Two_Swords
,Mhysa,Episode,,Mhysa
,Breaker of Chains,Episode,,Breaker_of_Chains
,The Rains of Castamere,Episode,,The_Rains_of_Castamere_(episode)
,Second Sons,Episode,,Second_Sons_(episode)
,The Bear and the Maiden Fair,Episode,,The_Bear_and_the_Maiden_Fair_(episode)
,Walk of Punishment,Episode,,Walk_of_Punishment
,Great Master,Person,Alive,Great_Master_6
,Great Master,Person,Alive,Great_Master_7
,Great Master,Person,Alive,Great_Master_5
,Great Master,Person,Alive,Great_Master_2_(Kill_the_Boy)
,Great Master,Person,Alive,Great_Master_4
,Great Master,Person,Alive,Great_Master_3_(Kill_the_Boy)
,Elyo Grivas,Person,Deceased,Elyo_Grivas
,Septon,Person,Alive,Septon_(The_Rains_of_Castamere)
,Night's Watch man,Person,Alive,Night%27s_Watch_man_(Breaker_of_Chains)
,Tortured slave,Person,Deceased,Tortured_slave
,Black Friday,Event,,Black_Friday
,Drummer,Person,Alive,Drummer
,Hog farmer,Person,Alive,Hog_farmer
,Frey Guard,Person,Uncertain,Frey_guard
,Yunkai'i slave,Person,Alive,Yunkai%27i_slave_6
,Yunkai'i slave,Person,Alive,Yunkai%27i_slave_5
,Lord Wibberley,Person,Alive,Wibberley_(Lord)
,Yunkai'i slave,Person,Alive,Yunkai%27i_slave_4
,Great Master,Person,Alive,Hizdahr_zo_Loraq%27s_manservant
,Slave,Person,Alive,Slave_(Breaker_of_Chains)
,Yunkai'i slave,Person,Alive,Yunkai%27i_slave_3
,Yunkai'i slave,Person,Alive,Yunkai%27i_slave_2
,Yunkai'i slave,Person,Alive,Yunkai%27i_slave_1
,Fruit vendor,Person,Alive,Fruit_vendor
,Great Master,Person,Alive,Great_Master_3_(Breaker_of_Chains)
,Unsullied,Person,Alive,Unsullied_1_(Oathkeeper)
,Valyrian slave,Person,Alive,Valyrian_slave
,Elder slave,Person,Alive,Elder_slave
,Great Master,Person,Deceased,Great_Master_2_(Breaker_of_Chains)
,Great Master,Person,Deceased,Great_Master_1_(Breaker_of_Chains)
,Brothel guard,Person,Alive,Brothel_guard
,Little Bird,Person,Alive,Little_Bird_(The_Mountain_and_the_Viper)
,Kullback,Person,Uncertain,Kullback
,Goatherd,Person,Alive,Goatherd_(The_Laws_of_Gods_and_Men)
,Calla,Person,Alive,Calla
,Mighdal,Person,Alive,Mighdal
,Goatherd's son,Person,Alive,Goatherd%27s_son
,King's Landing flasher,Person,Alive,King%27s_Landing_flasher
,King's Landing whore,Person,Alive,King%27s_Landing_whore_(Mother%27s_Mercy)
,King's Landing drunkard,Person,Alive,King%27s_Landing_drunkard
,Whore,Person,Alive,Whore_(The_Crone)
,Whore,Person,Alive,Whore_(The_Maiden)
,Whore,Person,Alive,Whore_(The_Mother)
,Whore,Person,Alive,Whore_(The_Smith)
,Foreign merchant,Person,Alive,Foreign_merchant
,Lead Kingsguard,Person,Alive,Lead_Kingsguard
,Second Son,Person,Deceased,Second_Son
,Faith Militant,Person,Deceased,Faith_Militant_1
,Faith Militant,Person,Deceased,Faith_Militant_2
,Lead Dornish guard,Person,Deceased,Lead_Dornish_guard
,Baratheon soldier,Person,Deceased,Baratheon_soldier_(The_Dance_of_Dragons)
,Dothraki woman having sex,Person,Alive,Dothraki_woman_having_sex_(Book_of_the_Stranger)
,Great Master,Person,Deceased,Great_Master_1_(Kill_the_Boy)
,Baratheon soldier,Person,Deceased,Baratheon_soldier_(Mother%27s_Mercy)
,Brothel child,Person,Alive,Brothel_child_2
,Brothel child,Person,Alive,Brothel_child_1
,Ghita,Person,Deceased,Ghita
,Tyrell guard,Person,Deceased,Tyrell_guard_(The_Gift)
,Braavosi Captain,Person,Alive,Braavosi_captain
,Boake,Person,Deceased,Boake
,Duncan Liddle,Person,Alive,Duncan_Liddle
,Dothraki man having sex,Person,Alive,Dothraki_man_having_sex
,Gladiator,Person,Alive,Gladiator
,Joss,Person,Alive,"Joss_(Unbowed,_Unbent,_Unbroken)"
,Simpson,Person,Deceased,Simpson
,Winter town man,Person,Alive,Winter_town_man
Sellsword company,Stormcrows,Organization,Active,Stormcrows
,Gordy,Person,Deceased,Gordy
,House of Qaggaz,House,,House_of_Qaggaz
,The House of Black and White,Episode,,The_House_of_Black_and_White
,House Hoare,House,,House_Hoare
Sea-creatures- half-human- legendary,Mermaids,Animal,,Mermaids
,Balon Greyjoy,Person,Deceased,Balon_Greyjoy
,Kissed by Fire,Episode,,Kissed_by_Fire
,The Dance of Dragons,Episode,,The_Dance_of_Dragons
,The Ghost of Harrenhal,Episode,,The_Ghost_of_Harrenhal
,Syrio Forel,Person,Deceased [1],Syrio_Forel
Religious council,The Most Devout,Organization,De facto defunct- all members believed to have died during the destruction of the Great Sept of Baelor,Most_Devout
,The Lion and the Rose,Episode,,The_Lion_and_the_Rose
,The Climb,Episode,,The_Climb
,Wight Hunt,Event,,Wight_Hunt
,The Night's King,Person,Deceased,Night%27s_King
Mammal,Snow bear,Animal,Extant,Snow_bears
,Battle of Winterfell,Event,,Battle_of_Winterfell
,Axell Florent,Person,Deceased,Axell_Florent
,Shireen Baratheon,Person,Deceased,Shireen_Baratheon
,Hot Pie,Person,Alive,Hot_Pie
,Sailor,Person,Alive,Sailor_(The_Dance_of_Dragons)
,Fighting pit announcer,Person,Deceased,Fighting_pit_announcer
,Meereenese Champion,Person,Deceased,Meereenese_Champion
,Young bravo,Person,Alive,Young_bravo
,Qartheen woman,Person,Alive,Qartheen_woman
,Water Dancer,Person,Deceased,Water_Dancer
,Pit fighter,Person,Deceased,Pit_fighter
,Norvoshi pit fighter,Person,Deceased,Norvoshi_pit_fighter
,Dothraki pit fighter,Person,Deceased,Dothraki_pit_fighter
,Inn waitress,Person,Alive,Inn_waitress
,Street tough,Person,Alive,Street_tough_2
,Mallister supporter,Person,Alive,Mallister_supporter
,Hoster Tully,Person,Deceased,Hoster_Tully
,Eyrie Guard,Person,Alive,Eyrie_guard
,Battle at the Mummer's Ford,Event,,Battle_at_the_Mummer%27s_Ford
,Ray,Person,Deceased,Ray
,Street tough,Person,Alive,Street_tough_1
,Great War,Event,,Great_War
,Steve,Person,Deceased,Steve
,Morgan,Person,Deceased,Morgan
,Gatins,Person,Deceased,Gatins
,Riddell,Person,Deceased,Riddell
,Eddard Stark,Person,Deceased,Eddard_Stark
,Olyvar,Person,Alive,Olyvar
,Lem,Person,Deceased,Lem
,Anguy,Person,Alive,Anguy
,A Man Without Honor,Episode,,A_Man_Without_Honor
,Garden of Bones,Episode,,Garden_of_Bones
,Loras Tyrell,Person,Deceased,Loras_Tyrell
,High Septon,Person,Uncertain,High_Septon_(After_the_riot_of_King%27s_Landing)
,High Sparrow,Person,Deceased,High_Sparrow
,Northmen,PersonType,Active,Northmen
,Lancel Lannister,Person,Deceased,Lancel_Lannister
,House Gardener,House,,House_Gardener
Religious headquarters,Great Sept of Baelor,Location,Destroyed,Great_Sept_of_Baelor
Religious headquarters,Starry Sept,Location,Active,Starry_Sept
,The Laws of Gods and Men,Episode,,The_Laws_of_Gods_and_Men
Feudal hereditary absolute monarchy,Seven Kingdoms,Location,,Seven_Kingdoms
,Parley in King's Landing,Event,,Parley_in_King%27s_Landing
Island,Dragonstone,Location,,Dragonstone_(island)
,Oberyn Martell,Person,Deceased,Oberyn_Martell
,Rhaegal,Animal,Alive,Rhaegal
,Yezzan zo Qaggaz,Person,Alive,Yezzan_zo_Qaggaz
,Viserion,Animal,Deceased  (corpse reanimated as a wight ),Viserion
,Karstark soldier,Person,Uncertain,Karstark_soldier_2
,Festival of the Mother,Location,,Festival_of_the_Mother
,Tortured prisoner,Person,Deceased,Tortured_prisoner
,Razdal mo Eraz,Person,Deceased,Razdal_mo_Eraz
,Karstark soldier,Person,Uncertain,Karstark_soldier_1
,Belicho Paenymion,Person,Deceased,Belicho_Paenymion
,Ironborn in skiff,Person,Uncertain,Ironborn_in_skiff
,First Mate,Person,Uncertain,First_Mate
Fighting pit,The Great Pit of Daznak,Location,,Daznak%27s_Pit
Religious Temple,Temple of the Graces,Location,,Temple_of_the_Graces
,Hizdahr zo Loraq,Person,Deceased,Hizdahr_zo_Loraq
,Vala,Person,Alive,Vala
,Fennesz,Person,Alive,Fennesz
,Mossador,Person,Deceased,Mossador
,Son of the Harpy,Person,Deceased,Son_of_the_Harpy
Pyramid- Royal Settlement,Great Pyramid,Location,,Great_Pyramid
Former ruling power and slavers,Great Masters,Organization,Defunct,Great_Masters
,Barristan Selmy,Person,Deceased,Barristan_Selmy
,Daario Naharis,Person,Alive,Daario_Naharis
,Illyrio Mopatis,Person,Alive,Illyrio_Mopatis
,Drogo,Person,Deceased,Drogo
Peacekeeping force; Sellsword company (formerly),Second Sons,Organization,Active,Second_Sons
,Temmo,Person,Deceased,Temmo
,Sack of Astapor,Event,,Sack_of_Astapor
,Drogon,Animal,Alive,Drogon
,Battle of Qohor,Event,,Battle_of_Qohor
Hereditary monarchy,Ghiscari Empire,Location,,Ghiscari_Empire
,Kraznys mo Nakloz,Person,Deceased,Kraznys_mo_Nakloz
,White Rat,Person,Deceased,White_Rat
,Valar Dohaeris,Episode,,Valar_Dohaeris
Former ruling power- slavers,Good Masters,Organization,Defunct,Good_Masters
,Dom,Person,Alive,Dom
,Rhoynar migration,Event,,Rhoynar_migration
,Stranger,Animal,Alive,Stranger
Monotheistic,Weeping Woman,Location,,Weeping_Woman
,Lhazareen,PersonType,Active,Lhazareen
,The Dothraki Sea,Location,,Dothraki_Sea
Clergy,Graces,Organization,Active,Graces
,Jogos Nhai,PersonType,Active,Jogos_Nhai
,Salladhor Saan,Person,Alive,Salladhor_Saan
,The Night Lands,Episode,,The_Night_Lands
,The Drowned God,HistoriesNLore,,The_Drowned_God_(Histories_%26_Lore)
,Lodos,Person,Deceased,Lodos
,Drowned Men,Person,Alive,Drowned_Priest
,Aeron Greyjoy,Person,Alive,Aeron_Greyjoy
Clergy,Drowned Men,Organization,Active,Drowned_Men
,Selyse Baratheon,Person,Deceased,Selyse_Baratheon
,Unsullied,Person,Alive,Unsullied_1_(Valar_Dohaeris)
,Boat commander,Person,Alive,Boat_commander
,Siege of Pyke,Event,,Siege_of_Pyke
,Quaithe,Person,Alive,Quaithe
,Beric Dondarrion,Person,Uncertain [1],Beric_Dondarrion
,Renly Baratheon,Person,Deceased,Renly_Baratheon
,Orphan kid,Person,Alive,Orphan_kid_1
,Matthos Seaworth,Person,Deceased,Matthos_Seaworth
,Stannis Baratheon,Person,Deceased,Stannis_Baratheon
,Robert I Baratheon,Person,Deceased,Robert_Baratheon
,The Prince of Winterfell,Episode,,The_Prince_of_Winterfell
,Rognar II Greyiron,Person,Deceased,Rognar_II_Greyiron
,Lightbringer,Weapon,Uncertain- last seen with Stannis Baratheon at the Battle of Winterfell,Lightbringer
,Zanrush,Person,Alive,Zanrush
Dualistic,Great Other,Organization,,Great_Other
,Kinvara,Person,Alive,Kinvara
,The North Remembers,Episode,,The_North_Remembers
,Thoros,Person,Deceased,Thoros
,Lordsport dockhand,Person,Alive,Lordsport_dockhand
,Hollow Hill,Location,,Hollow_Hill
Polytheistic,Summer Islands religion,Location,,Summer_Islands_religion
Castle,Dragonstone,Location,,Dragonstone_(castle)
Monotheistic,Bakkalon,Location,,Bakkalon
Polytheistic,Valyrian religion,Location,,Valyrian_religion
Ditheistic,Lion of the Night,Location,,Lion_of_Night
,"Unbowed, Unbent, Unbroken",Episode,,"Unbowed,_Unbent,_Unbroken"
,You Win or You Die,Episode,,You_Win_or_You_Die
,The Pointy End,Episode,,The_Pointy_End
,"Cripples, Bastards, and Broken Things",Episode,,"Cripples,_Bastards,_and_Broken_Things"
,Red Priestess,Person,Alive,Red_Priestess_(No_One)
,Mordane,Person,Deceased,Mordane
,Hill tribes,PersonType,Active,Hill_tribes
,Catelyn Stark,Person,Deceased,Catelyn_Stark
,Portan,Person,Alive,Portan
Geographic region,The Neck,Location,,The_Neck
,First Men,PersonType,Diversified into modern groups,First_Men
,Wars of the First Men and ,Event,,Wars_of_the_First_Men_and_the_Children_of_the_Forest
,Andals,PersonType,Active,Andals
,The Old Gods and the New,HistoriesNLore,,The_Old_Gods_and_the_New_(Complete_Guide_to_Westeros)
,Northern Lord,Person,Alive,Northern_Lord
,Stark officer,Person,Uncertain,Stark_officer_1
,Stark officer,Person,Uncertain,Stark_officer_2
,Moonsingers,Religion,,Moonsingers
Religious headquarters,Temple of the Moonsingers,Location,,Temple_of_the_Moonsingers
Religious headquarters,Temple of the Lord of Light,Location,,Temple_of_the_Lord_of_Light_(Braavos)
Palace,Sealord's Palace,Location,,Sealord%27s_Palace
Palace,Palace of Justice,Location,,Palace_of_Justice
Fountain,Moon Pool,Location,,Moon_Pool
Island,Isle of the Gods,Location,,Isle_of_the_Gods
Statue,Titan of Braavos,Location,,Titan_of_Braavos
Island Citadel,The Arsenal,Location,,Arsenal_of_Braavos
Forest,Forest of Qohor,Location,,Forest_of_Qohor
,Disputed Lands,Location,,Disputed_Lands
City,Chroyane,Location,Destroyed by Dragons,Chroyane
Ruin,Sar Mell,Location,,Sar_Mell
City,Ny Sar,Location,,Ny_Sar
,Rhoynar,PersonType,Extinct,Rhoynar
Town,Volon Therys,Location,,Volon_Therys
Town,Valysar,Location,,Valysar
Town,Selhorys,Location,,Selhorys
,Amory Lorch,Person,Deceased,Amory_Lorch
,Assassination of ,Event,,Assassination_of_Balon_Greyjoy
Chain of mountains,Fourteen Fires,Location,Naturally destroyed via eruptions,Fourteen_Fires
,Duel in Braavos,Event,,Duel_in_Braavos
,Doreah,Person,Deceased,Doreah
Temple,House of Black and White,House,Active,House_of_Black_and_White
,The Waif,Person,Deceased,Waif
,"""Jaqen H'ghar""",Person,Alive,Jaqen_H%27ghar
,High Sparrow,Episode,,High_Sparrow_(episode)
,Destruction of the Great Sept of Baelor,Event,,Destruction_of_the_Great_Sept_of_Baelor
,Battle of the Bastards,Event,,Battle_of_the_Bastards
,Kingsmoot upon the death of Balon Greyjoy,Event,,Kingsmoot
,Valar Morghulis,Episode,,Valar_Morghulis
,Second Siege of Meereen,Event,,Second_Siege_of_Meereen
,Battle of the Blackwater,Event,,Battle_of_the_Blackwater
,Massacre at Hardhome,Event,,Massacre_at_Hardhome
,Battle of Castle Black,Event,,Battle_of_Castle_Black
,Reyne Rebellion,Event,,Reyne_Rebellion
,Purple Wedding,Event,,Purple_Wedding
,Battle of the Whispering Wood,Event,,Battle_of_the_Whispering_Wood
,Liberation of Slaver's Bay,Event,,Liberation_of_Slaver%27s_Bay
,Red Wedding,Event,,Red_Wedding
,War of the Ninepenny Kings,Event,,War_of_the_Ninepenny_Kings
,Great Spring Sickness,Event,,Great_Spring_Sickness
,Blackfyre Rebellion,Event,,Blackfyre_Rebellion
,Conquest of Dorne,Event,,Conquest_of_Dorne
,Dance of the Dragons,Event,,Dance_of_the_Dragons
,Faith Militant uprising,Event,,Faith_Militant_uprising
,Bolton general,Person,Deceased,Bolton_general
,Beggar woman,Person,Alive,Beggar_woman
,Sellsword,Person,Alive,Sellsword_2_(High_Sparrow)
,Despondent man,Person,Deceased,Despondent_man
,Century of Blood,Event,,Century_of_Blood
,Sellsword,Person,Alive,Sellsword_1_(High_Sparrow)
,Lorimer,Person,Deceased,Lorimer
Domestic Mammal,Dogs,Animal,Active,Dogs
Mammal,Cats,Animal,Active,Cats
,Nymeria's War,Event,,Nymeria%27s_War
,Rhoynish Wars,Event,,Rhoynish_Wars
,Ghiscari Wars,Event,,Ghiscari_Wars
Bird,Ravens,Animal,Active- both domesticated and wild,Ravens
Mammal,Mammoths,Animal,Active,Mammoths
Domesticated mammal,Horses,Animal,Domesticated,Horses
Mammal,Direwolves,Animal,Majority north of the Wall; Minority south of the Wall; Believed extinct south of the Wall (formerly),Direwolves
Throne; Ruling institution,Iron Throne,Organization,Active,Iron_Throne
Syncretic  monotheistim,"The Many-Faced God, ",Religion,,Many-Faced_God
Spies,Little birds,Organization,Active,Little_birds
Priesthood,Dosh khaleen,Organization,Defunct,Dosh_khaleen
Insurgent faction,Sons of the Harpy,Organization,Inactive,Sons_of_the_Harpy
Religious military order,Faith Militant,Organization,Unknown,Faith_Militant
Mercantile city-state,Qohor,Location,,Qohor
"Craftsman guild-; specializing in ""magic",Alchemists' Guild,Organization,Active,Alchemists%27_Guild
Mercantile city-state- Theocracy,Norvos,Location,,Norvos
Mercantile city-state,Lorath,Location,,Lorath
Mercantile city-state,Lys,Location,,Lys
Mercantile city-state,Tyrosh,Location,,Tyrosh
Mercantile city-state,Myr,Location,,Myr
Mercantile city-state,Pentos,Location,,Pentos
,Ib,Location,,Ib
,Basilisk Isles,Location,,Basilisk_Isles
Mercantile city-state-; Freehold / elected triumvirate,Volantis,Location,,Volantis
Mercantile city-state,Braavos,Location,,Braavos
,Little Bird,Person,Alive,Little_Bird_7
,Little Bird,Person,Alive,Little_Bird_6
,Little Bird,Person,Alive,Little_Bird_5
,Little Bird,Person,Alive,Little_Bird_3
,Little Bird,Person,Alive,Little_Bird_4
City,Asshai,Location,,Asshai
,House Follard,House,,House_Follard
,Naath,Location,,Naath
,Yi Ti,Location,,Yi_Ti
,Summer Islands,Location,,Summer_Islands
,Lhazar,Location,,Lhazar
Capital city,Vaes Dothrak,Location,,Vaes_Dothrak
Mercantile city-state,Astapor,Location,,Astapor
Mercantile city-state,Yunkai,Location,,Yunkai
,Dothraki,PersonType,Active,Dothraki
Mercantile city-state,Qarth,Location,,Qarth
Capital city,Port of Ibben,Location,,Port_of_Ibben
Mercantile city-state,Meereen,Location,,Meereen
Mercantile city-states,Bay of Dragons,Location,,Slaver%27s_Bay
,Stepstones,Location,,Stepstones
Oligarchy,Valyrian Freehold,Location,,Valyrian_Freehold
Mercantile city-states,The Free Cities,Location,,Free_Cities
,Giants,PersonType,Assumed extinct- few have been reanimated as wights,Giants
,Children of the Forest,PersonType,Uncertain; possibly extinct,Children_of_the_Forest
Village (abandoned),Hardhome,Location,,Hardhome
Historical Landmark,Fist of the First Men,Location,,Fist_of_the_First_Men
Remote lands very far north of the Wall,Land of Always Winter,Location,,Lands_of_Always_Winter
,Free Folk,PersonType,Active,Free_Folk
,Wights,PersonType,Active,Wights
Special zone within the Seven Kingdoms - granted to the rule of the Night's Watch .,The Gift,Location,,The_Gift
Castle,The Nightfort,Location,,The_Nightfort
Geographic area,Beyond the Wall,Location,,Beyond_the_Wall
Castle; Port,Eastwatch-by-the-Sea,Location,Destroyed,Eastwatch-by-the-Sea
Castle,Castle Black,Location,,Castle_Black
,Dornishmen,PersonType,Active,Dornishmen
Tower complex,Tower of Joy,Location,,Tower_of_Joy
Private leisure palace,Water Gardens,Location,,Water_Gardens
Castle- regional capital,Sunspear,Location,,Sunspear
Geographic region,Dornish Marches,Location,,Dornish_Marches
Forest,Rainwood,Location,,Rainwood
Island,Tarth,Location,,Tarth
Castle; Regional capital,Storm's End,Location,,Storm%27s_End
Administrative region of the Seven Kingdoms,Dorne,Location,,Dorne
Administrative region of the Seven Kingdoms,The Stormlands,Location,,The_Stormlands
,Child of the Forest,Person,Deceased,Child_of_the_Forest_3
Fleet,Iron Fleet,Organization,Active,Iron_Fleet
,Ironborn,PersonType,Active,Ironborn
Town; Port,Lordsport,Location,,Lordsport
Castle- regional capital,Pyke,Location,,Pyke_(castle)
Administrative region of the Kingdom of the Iron Islands,Iron Islands,Location,,Iron_Islands
Castle,Castamere,Location,Destroyed,Castamere
Stronghold,Golden Tooth,Location,In use,Golden_Tooth
Port city,Lannisport,Location,,Lannisport
Administrative region of the Seven Kingdoms,The Westerlands,Location,,The_Westerlands
City,Gulltown,Location,,Gulltown
Castle,Runestone,Location,,Runestone
Castle- built into a natural rock formation- regional capital,Casterly Rock,Location,,Casterly_Rock
Castle,Bloody Gate,Location,,Bloody_Gate
Administrative region of the Seven Kingdoms,The Vale of Arryn,Location,,The_Vale_of_Arryn
,The Arbor,Location,,The_Arbor
Castle,Horn Hill,Location,,Horn_Hill
Castle- regional capital,Highgarden,Location,,Highgarden
Administrative region of the Seven Kingdoms,The Reach,Location,,The_Reach
Two bridged castles,The Twins,Location,,The_Twins
Castle,Harrenhal,Location,Mostly ruined,Harrenhal
Major port city,Oldtown,Location,,Oldtown
Inn,Inn at the Crossroads,Location,,Inn_at_the_Crossroads
Castle- regional capital,Riverrun,Location,,Riverrun
Island- wooden keep,Bear Island,Location,,Bear_Island
Port city,White Harbor,Location,,White_Harbor
Administrative region of the Seven Kingdoms,The Riverlands,Location,,The_Riverlands
Castle,Highpoint,Location,,Highpoint
Wooden castle,Ironrath,Location,,Ironrath
Motte-and-bailey castle,Deepwood Motte,Location,,Deepwood_Motte
Castle (ruins),Moat Cailin,Location,,Moat_Cailin
Castle,Castle Stokeworth,Location,,Castle_Stokeworth
Castle- temporary regional capital,The Dreadfort,Location,,The_Dreadfort
Castle; Regional capital,Winterfell,Location,,Winterfell
Capital city,King's Landing,Location,,King%27s_Landing
Capital region of the Seven Kingdoms; Royal demesne lands,The Crownlands,Location,,The_Crownlands
,House Blackfyre,House,,House_Blackfyre
,House Baratheon of Dragonstone,House,,House_Baratheon_of_Dragonstone
,House Baratheon of King's Landing,House,,House_Baratheon_of_King%27s_Landing
,Jorah Mormont,Person,Alive,Jorah_Mormont
,Lann,Person,Deceased,Lann
,Durran,Person,Deceased,Durran
,Brandon Stark,Person,Deceased,Brandon_Stark_(the_Builder)
,Maynard,Person,Alive,Maynard
,Azor Ahai,Person,Deceased,Azor_Ahai
,White Walkers,PersonType,Active,White_Walkers
Fortification,The Wall,Location,,The_Wall
,War for the Dawn,Event,,Long_Night
,House Whitehill,House,,House_Whitehill
,The Ice Dragon,Episode,,The_Ice_Dragon
,A Nest of Vipers,Episode,,A_Nest_of_Vipers
,The Sword in the Darkness,Episode,,The_Sword_in_the_Darkness
,The Lost Lords,Episode,,The_Lost_Lords
,Iron From Ice,Episode,,Iron_From_Ice
,Sons of Winter,Episode,,Sons_of_Winter
,The Great Tourney at Harrenhal,HistoriesNLore,,The_Great_Tourney_at_Harrenhal
,The Rains of Castamere,HistoriesNLore,,The_Rains_of_Castamere_(Histories_%26_Lore)
,Greyjoy Rebellion,HistoriesNLore,,Greyjoy_Rebellion_(Histories_%26_Lore)
,Robert's Rebellion,HistoriesNLore,,Robert%27s_Rebellion_(Histories_%26_Lore)
,The Golden Company,HistoriesNLore,,The_Golden_Company
,The River Rhoyne,HistoriesNLore,,The_River_Rhoyne
,The Faith Militant,HistoriesNLore,,The_Faith_Militant
,Season 5,Season,,Season_5
,The Dance of Dragons,HistoriesNLore,,The_Dance_of_Dragons_(Histories_%26_Lore)
,Season 4,Season,,Season_4
,Season 3,Season,,Season_3
,Season 2,Season,,Season_2
,Season 1,Season,,Season_1
,Battle of the Bastards,Episode,,Battle_of_the_Bastards_(episode)
,The Winds of Winter,Episode,,The_Winds_of_Winter
,Sack of Qohor,Event,,Sack_of_Qohor
,Attendant,Person,Alive,Attendant_(The_Winds_of_Winter)
,Tommen's manservant,Person,Alive,Tommen%27s_manservant
,Orphan kid,Person,Alive,Orphan_kid_2
,Flayed man,Person,Deceased,Flayed_man
,Captain of the Bolton archers,Person,Deceased,Captain_of_the_archers_(House_Bolton)
,House Staunton,House,,House_Staunton
,No One,Episode,,No_One
,The Broken Man,Episode,,The_Broken_Man
,Blood of My Blood,Episode,,Blood_of_My_Blood
,The Door,Episode,,The_Door
,Book of the Stranger,Episode,,Book_of_the_Stranger
,Oathbreaker,Episode,,Oathbreaker
,The Red Woman,Episode,,The_Red_Woman
,Home,Episode,,Home
,Season 6,Season,,Season_6
,The Dragon and the Wolf,Episode,,The_Dragon_and_the_Wolf
,Beyond the Wall,Episode,,Beyond_the_Wall_(episode)
,Eastwatch,Episode,,Eastwatch
,Dragonstone,Episode,,Dragonstone_(episode)
,Season 7,Season,,Season_7
,The Spoils of War,Episode,,The_Spoils_of_War
,The Queen's Justice,Episode,,The_Queen%27s_Justice
,Stormborn,Episode,,Stormborn
,Lord Staunton,Person,Deceased,Staunton_(Lord)
,Season 8,Season,,Season_8
,Fergus,Person,Alive,Fergus
,White Walker,Person,Alive,White_Walker_2_(Beyond_the_Wall)
,Crossroads Inn patron,Person,Alive,Crossroads_Inn_patron_1
,Crossroads Inn patron,Person,Alive,Crossroads_Inn_patron_2
,Serving girl,Person,Alive,Serving_girl
,Sick maester,Person,Alive,Sick_maester
,Stark soldier,Person,Alive,Stark_soldier_(The_Queen%27s_Justice)
